latitude,longitude,altitude,geometry,report_num,date,crime_class,crime,location,address,city,state,status
39.171934,-86.518977,,Point,152814,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
39.183046,-86.51272,,Point,152792,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,ZETA BETA TAU,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,152790,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
39.1720603,-86.515407,,Point,152780,October,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,JORDAN AVENUE/SOUTH OF 10,na,Bloomington,Indiana,
39.173594,-86.526719,,Point,152772,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,FOLKLORE DEPT,na,Bloomington,Indiana,INACTIVE
39.171764,-86.5282,,Point,152741,October,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,DUNN STREET/NORTH OF 10TH,na,Bloomington,Indiana,
39.171006,-86.516805,,Point,152722,October,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,WELLS LIBRARY,na,Bloomington,Indiana,
39.173428,-86.523522,,Point,152719,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/NORTH OF,na,Bloomington,Indiana,
39.165386,-86.5174,,Point,152718,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,SPEECH & HEARING CLINIC,na,Bloomington,Indiana,
39.164305,-86.526905,,Point,152690,October,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,INDIANA AVENUE/SOUTH OF 1OTH STR,na,Bloomington,Indiana,
39.173057,-86.519771,,Point,152683,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE PARKING GARAGE,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,152647,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
39.171764,-86.5282,,Point,152619,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,DUNN STREET/NORTH OF 10TH,na,Bloomington,Indiana,
39.1674562,-86.5257541,,Point,152600,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,INDIANA MEMORIAL UNION,na,Bloomington,Indiana,INACTIVE
39.1720603,-86.515407,,Point,152588,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,JORDAN AVENUE/SOUTH OF 10,na,Bloomington,Indiana,INACTIVE
39.170797,-86.507955,,Point,152556,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN PARKING LOT,na,Bloomington,Indiana,
39.1780481,-86.5110001,,Point,152554,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,LINGLEBACH LANE/EAST OF JORDAN,na,Bloomington,Indiana,
39.1748134,-86.5036937,,Point,152544,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,ROTC SUPPLY CENTER,na,Bloomington,Indiana,INACTIVE
39.166154,-86.514866,,Point,152518,September,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,READ CENTER COMMON AREA,na,Bloomington,Indiana,CLOSED
39.167889,-86.52151,,Point,152515,September,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IMU PAY LOT #1,na,Bloomington,Indiana,
39.17104,-86.516896,,Point,152499,September,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,TENTH STREET LOT,na,Bloomington,Indiana,
39.1894689,-86.524228,,Point,143615,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MILO SAMPSON ROAD,na,Bloomington,Indiana,
39.17104,-86.516896,,Point,143609,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,TENTH STREET LOT,na,Bloomington,Indiana,Closed No Arrest
39.173428,-86.523522,,Point,143599,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/NORTH OF,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,143598,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
39.1674562,-86.5257541,,Point,143591,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,INDIANA MEMORIAL UNION,na,Bloomington,Indiana,
39.172561,-86.517767,,Point,143577,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,SPEA,na,Bloomington,Indiana,
39.158559,-86.522636,,Point,143559,December,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/SOUTH OF,na,Bloomington,Indiana,
39.17104,-86.516896,,Point,143545,December,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,TENTH STREET LOT,na,Bloomington,Indiana,
39.1720603,-86.515407,,Point,143541,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,JORDAN AVENUE/NORTH OF 10,na,Bloomington,Indiana,Closed By Arrest
39.183046,-86.51272,,Point,143531,December,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,ZETA BETA TAU,na,Bloomington,Indiana,
39.163957,-86.520119,,Point,143495,December,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,HAWTHORNE DR/WEST OF JORD,na,Bloomington,Indiana,INACTIVE
39.1792728,-86.5154913,,Point,143493,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IUPD STATION,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,143468,December,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
39.170797,-86.507955,,Point,143467,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN PARKING LOT,na,Bloomington,Indiana,
39.1646635,-86.5280308,,Point,143456,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,PHI GAMMA DELTA,na,Bloomington,Indiana,
39.171006,-86.516805,,Point,143420,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WELLS LIBRARY,na,Bloomington,Indiana,
39.171006,-86.516805,,Point,143408,December,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WELLS LIBRARY,na,Bloomington,Indiana,
39.1665799,-86.5196604,,Point,143317,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MUSICAL ARTS CENTER,na,Bloomington,Indiana,INACTIVE
39.1720603,-86.515407,,Point,143297,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,JORDAN AVENUE/SOUTH OF 10,na,Bloomington,Indiana,
39.173057,-86.519771,,Point,143283,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE PARKING GARAGE,na,Bloomington,Indiana,
39.170955,-86.508406,,Point,143273,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN HALL,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,143267,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
39.17104,-86.516896,,Point,143224,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,TENTH STREET LOT,na,Bloomington,Indiana,INACTIVE
39.1720603,-86.515407,,Point,143220,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,JORDAN AVENUE/NORTH OF 10,na,Bloomington,Indiana,
39.172518,-86.50421,,Point,143194,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,TULIP TREE PARKING LOT,na,Bloomington,Indiana,
39.1637852,-86.5375469,,Point,143174,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IU CREDIT UNION,na,Bloomington,Indiana,
39.1700092,-86.5285103,,Point,143104,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MATHERS MUSEUM,na,Bloomington,Indiana,
39.1695396,-86.5208998,,Point,143080,November,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,RADIO AND TV,na,Bloomington,Indiana,
39.17104,-86.516896,,Point,143040,October,Traffic,TRAFFIC ACCIDENTS - HIT & RUN PERSONAL INJURY,TENTH STREET LOT,na,Bloomington,Indiana,INACTIVE
39.174409,-86.500734,,Point,143039,October,Traffic,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,DATA CENTER (CIB MACHINE),na,Bloomington,Indiana,INACTIVE
39.167889,-86.52151,,Point,143038,October,Traffic,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IMU PAY LOT #1,na,Bloomington,Indiana,
39.171934,-86.518977,,Point,143010,October,Traffic,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST,na,Bloomington,Indiana,
