report_num,date,crime,location,address,city,state,lat,long,status
142697,10/4/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
142681,10/3/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
142677,10/2/14 0:00,POSSESSION - MARIJUANA,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133265,11/16/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133261,11/15/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133259,11/15/13 0:00,RAPE ,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed No Arrest
133227,11/13/13 0:00,THEFT FROM BUILDINGS,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,INACTIVE
133224,11/13/13 0:00,THEFT FROM BUILDINGS,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,INACTIVE
133182,11/10/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133143,11/7/13 0:00,POSSESSION - SYNTHETIC NARCOTICS,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133103,11/4/13 0:00,MISSING PERSON,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Unfounded
133092,11/3/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133082,11/2/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133077,11/2/13 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,INACTIVE
133021,10/31/13 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
133016,10/31/13 0:00,POSSESSION - MARIJUANA,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
132996,10/31/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
132952,10/27/13 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed No Arrest
132948,10/27/13 0:00,POSSESSION - MARIJUANA,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
132918,10/24/13 0:00,THEFT FROM BUILDINGS,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,INACTIVE
132910,10/24/13 0:00,POSSESSION - MARIJUANA,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
132874,10/20/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
132863,10/19/13 0:00,ILLEGAL POSSESSION/CONSUMPTION,MCNUTT QUAD,"1101 N Fee Ln, Bloomington, IN",Bloomington,Indiana,39.176464,-86.519797,Closed By Arrest
