report_num,date,crime,location,address,city,state,lat,long,status
132501,9/21/13 0:00,THEFT- ALL OTHER,ATHLETIC/WHITE LOT, ,Bloomington,Indiana,,,INACTIVE
132447,9/17/13 0:00,THEFT- ALL OTHER,Sigma Alpha Epsilon, ,Bloomington,Indiana,,,INACTIVE
133359,11/22/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,Unfounded
133358,11/22/13 0:00,THEFT FROM BUILDINGS,BETA THETA PI, ,Bloomington,Indiana,,,INACTIVE
133349,11/21/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133347,11/21/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133341,11/21/13 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,ACT/44
133332,11/21/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
133318,11/20/13 0:00,THEFT FROM BUILDINGS,1430 N WILLIS, ,Bloomington,Indiana,,,INACTIVE
133311,11/19/13 0:00,THEFT FROM BUILDINGS,HODGE HALL (BUSINESS BUILDING), ,Bloomington,Indiana,,,Unfounded
133303,11/18/13 0:00,THEFT FROM BUILDINGS,FOSTER GRESHAM DINING, ,Bloomington,Indiana,,,Unfounded
133294,11/18/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,Closed No Arrest
133293,11/18/13 0:00,THEFT FROM BUILDINGS,WRIGHT EDUCATION BLDG, ,Bloomington,Indiana,,,INACTIVE
133286,11/17/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
133285,11/17/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133257,11/15/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,ACT/44
133231,11/13/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133227,11/13/13 0:00,THEFT FROM BUILDINGS,MCNUTT QUAD, ,Bloomington,Indiana,,,INACTIVE
133224,11/13/13 0:00,THEFT FROM BUILDINGS,MCNUTT QUAD, ,Bloomington,Indiana,,,INACTIVE
133215,11/13/13 0:00,THEFT FROM BUILDINGS,JORDAN HALL, ,Bloomington,Indiana,,,ACTIVE
133201,11/11/13 0:00,THEFT FROM BUILDINGS,SRSC, ,Bloomington,Indiana,,,Unfounded
133195,11/11/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133151,11/8/13 0:00,THEFT FROM BUILDINGS,HODGE HALL (BUSINESS BUILDING), ,Bloomington,Indiana,,,INACTIVE
133150,11/8/13 0:00,THEFT FROM BUILDINGS,ALL OTHER NON-UNIVERSITY, ,Bloomington,Indiana,,,INACTIVE
133130,11/6/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133128,11/6/13 0:00,THEFT FROM BUILDINGS,ALL OTHER NON-UNIVERSITY, ,Bloomington,Indiana,,,ACT/44
133117,11/5/13 0:00,THEFT FROM BUILDINGS,BALLANTINE HALL, ,Bloomington,Indiana,,,INACTIVE
133114,11/4/13 0:00,THEFT FROM BUILDINGS,ALL OTHER NON-UNIVERSITY, ,Bloomington,Indiana,,,INACTIVE
133073,11/2/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133072,11/2/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133071,11/2/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
133070,11/2/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
132993,10/30/13 0:00,THEFT FROM BUILDINGS,CAMPUS VIEW APTS., ,Bloomington,Indiana,,,INACTIVE
132984,10/30/13 0:00,THEFT FROM BUILDINGS,SRSC, ,Bloomington,Indiana,,,INACTIVE
132983,10/30/13 0:00,THEFT FROM BUILDINGS,SRSC, ,Bloomington,Indiana,,,INACTIVE
132918,10/24/13 0:00,THEFT FROM BUILDINGS,MCNUTT QUAD, ,Bloomington,Indiana,,,INACTIVE
132896,10/22/13 0:00,THEFT FROM BUILDINGS,CROSSTOWN SHOP CTR, ,Bloomington,Indiana,,,INACTIVE
132894,10/22/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
132890,10/21/13 0:00,THEFT FROM BUILDINGS,SRSC, ,Bloomington,Indiana,,,INACTIVE
132872,10/19/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
132871,10/19/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
132870,10/19/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
132869,10/19/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
132868,10/19/13 0:00,THEFT FROM BUILDINGS,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
132849,10/18/13 0:00,THEFT FROM BUILDINGS,READ CENTER, ,Bloomington,Indiana,,,INACTIVE
132839,10/17/13 0:00,THEFT FROM BUILDINGS,ART MUSEUM, ,Bloomington,Indiana,,,ACT/44
132827,10/16/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
132805,10/14/13 0:00,THEFT FROM BUILDINGS,Acacia, ,Bloomington,Indiana,,,ACTIVE
132802,10/13/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
132799,10/13/13 0:00,THEFT FROM BUILDINGS,SIGMA NU, ,Bloomington,Indiana,,,INACTIVE
132778,10/11/13 0:00,THEFT FROM BUILDINGS,COLLINS EDMONDSON, ,Bloomington,Indiana,,,INACTIVE
132761,10/10/13 0:00,THEFT FROM BUILDINGS,ALL OTHER CAMPUS BUILDING, ,Bloomington,Indiana,,,INACTIVE
132746,10/9/13 0:00,THEFT FROM BUILDINGS,ALL OTHER NON-UNIVERSITY, ,Bloomington,Indiana,,,INACTIVE
132742,10/8/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,Unfounded
132672,10/4/13 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,INACTIVE
132663,10/3/13 0:00,THEFT FROM BUILDINGS,SRSC, ,Bloomington,Indiana,,,INACTIVE
132654,10/3/13 0:00,THEFT FROM BUILDINGS,INNOVATION CENTER, ,Bloomington,Indiana,,,ACTIVE
132652,10/3/13 0:00,THEFT FROM BUILDINGS,WILLKIE CENTER, ,Bloomington,Indiana,,,Closed No Arrest
132628,10/1/13 0:00,THEFT FROM BUILDINGS,ALL OTHER NON-UNIVERSITY, ,Bloomington,Indiana,,,INACTIVE
132625,10/1/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
132620,10/1/13 0:00,THEFT FROM BUILDINGS,JACOBS EAST STUDIO BUILDING, ,Bloomington,Indiana,,,ACT/32
132547,9/25/13 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,INACTIVE
132540,9/24/13 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,INACTIVE
132539,9/24/13 0:00,THEFT FROM BUILDINGS,821 EAST 11TH, ,Bloomington,Indiana,,,INACTIVE
132537,9/23/13 0:00,THEFT FROM BUILDINGS,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
132528,9/23/13 0:00,THEFT FROM BUILDINGS,Delta Chi, ,Bloomington,Indiana,,,ACTIVE
132525,9/23/13 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,Closed No Arrest
132524,9/23/13 0:00,THEFT FROM BUILDINGS,RAWLES HALL, ,Bloomington,Indiana,,,INACTIVE
132523,9/23/13 0:00,THEFT FROM BUILDINGS,SWAIN HALL (E & W), ,Bloomington,Indiana,,,INACTIVE
133302,11/18/13 0:00,THEFT FROM MOTOR VEHICLE,LAMDA CHI ALPHA, ,Bloomington,Indiana,,,Closed By Arrest
133002,10/31/13 0:00,THEFT FROM MOTOR VEHICLE,PHI GAMMA DELTA, ,Bloomington,Indiana,,,INACTIVE
132877,10/20/13 0:00,THEFT FROM MOTOR VEHICLE,PHI GAMMA DELTA, ,Bloomington,Indiana,,,Closed By Arrest
132876,10/20/13 0:00,THEFT FROM MOTOR VEHICLE,PHI GAMMA DELTA, ,Bloomington,Indiana,,,Referred Other Agency
132867,10/19/13 0:00,THEFT FROM MOTOR VEHICLE,PHI GAMMA DELTA, ,Bloomington,Indiana,,,INACTIVE
132723,10/7/13 0:00,THEFT FROM MOTOR VEHICLE,ATHLETIC/GREEN LOT, ,Bloomington,Indiana,,,INACTIVE
132428,9/15/13 0:00,THEFT FROM MOTOR VEHICLE,IU GOLF COURSE, ,Bloomington,Indiana,,,INACTIVE
132408,9/14/13 0:00,THEFT FROM MOTOR VEHICLE,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,INACTIVE
133309,11/16/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,BRISCOE QUAD BACK LOT, ,Bloomington,Indiana,,,INACTIVE
133222,11/13/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,TRANSPORTATION GARAGE, ,Bloomington,Indiana,,,INACTIVE
133221,11/13/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,TRANSPORTATION GARAGE, ,Bloomington,Indiana,,,INACTIVE
133220,11/13/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,TRANSPORTATION GARAGE, ,Bloomington,Indiana,,,INACTIVE
133218,11/13/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,TRANSPORTATION GARAGE, ,Bloomington,Indiana,,,INACTIVE
133109,11/4/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,13TH STREET PARKING LOT, ,Bloomington,Indiana,,,INACTIVE
132638,10/2/13 0:00,THEFT- MOTOR VEHICLE PARTS AND ACCESSORIES,EIGENMANN PARKING LOT, ,Bloomington,Indiana,,,INACTIVE
133360,11/22/13 0:00,THEFT-AUTOS,UNIVERSITY SCHOOL GYM- (I.A.GYM), ,Bloomington,Indiana,,,INACTIVE
133340,11/21/13 0:00,THEFT-BICYCLES,FOSTER COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
133338,11/21/13 0:00,THEFT-BICYCLES,MCNUTT QUAD COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
133324,11/20/13 0:00,THEFT-BICYCLES,SYCAMORE HALL, ,Bloomington,Indiana,,,INACTIVE
133245,11/14/13 0:00,THEFT-BICYCLES,EIGENMANN HALL COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
133102,11/4/13 0:00,THEFT-BICYCLES,WILLKIE COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
133036,11/1/13 0:00,THEFT-BICYCLES,DUNN MEADOW-SE OF 7TH & INDIANA AVE, ,Bloomington,Indiana,,,INACTIVE
132897,10/22/13 0:00,THEFT-BICYCLES,INFORMATICS, ,Bloomington,Indiana,,,INACTIVE
132887,10/21/13 0:00,THEFT-BICYCLES,FINE ARTS DEPT MAIN OFFICE, ,Bloomington,Indiana,,,INACTIVE
132884,10/21/13 0:00,THEFT-BICYCLES,WRIGHT QUAD COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
132757,10/10/13 0:00,THEFT-BICYCLES,AUDITORIUM, ,Bloomington,Indiana,,,INACTIVE
132713,10/6/13 0:00,THEFT-BICYCLES,FOSTER GRESHAM DINING, ,Bloomington,Indiana,,,INACTIVE
132586,9/28/13 0:00,THEFT-BICYCLES,WILLKIE NORTH, ,Bloomington,Indiana,,,INACTIVE
132573,9/27/13 0:00,THEFT-BICYCLES,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
132555,9/26/13 0:00,THEFT-BICYCLES,COLLINS COMMON AREA, ,Bloomington,Indiana,,,Unfounded
132520,9/23/13 0:00,THEFT-BICYCLES,SPEA, ,Bloomington,Indiana,,,INACTIVE
132462,9/18/13 0:00,THEFT-BICYCLES,FOREST QUAD COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
132445,9/17/13 0:00,THEFT-BICYCLES,WELLS LIBRARY, ,Bloomington,Indiana,,,INACTIVE
132444,9/17/13 0:00,THEFT-BICYCLES,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,INACTIVE
132433,9/15/13 0:00,THEFT-BICYCLES,TETER QUAD COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
132804,10/14/13 0:00,THEFT-OTHER VEHICLES,MEMORIAL STADIUM, ,Bloomington,Indiana,,,Closed By Arrest
132514,9/22/13 0:00,THEFT-OTHER VEHICLES,UNION STREET/SOUTH OF 10TH, ,Bloomington,Indiana,,,INACTIVE
132480,9/21/13 0:00,THEFT-OTHER VEHICLES,ATHLETIC/WHITE LOT, ,Bloomington,Indiana,,,Closed By Arrest
132442,9/14/13 0:00,THEFT-OTHER VEHICLES,COOK HALL, ,Bloomington,Indiana,,,INACTIVE
132439,9/16/13 0:00,THEFT-OTHER VEHICLES,13TH STREET PARKING LOT, ,Bloomington,Indiana,,,INACTIVE
133344,11/21/13 0:00,TRAFFIC ACCIDENTS - HIT & RUN PERSONAL INJURY,ALPHA CHI OMEGA, ,Bloomington,Indiana,,,INACTIVE
133230,11/13/13 0:00,TRAFFIC ACCIDENTS - HIT & RUN PERSONAL INJURY,WILLKIE NORTH, ,Bloomington,Indiana,,,INACTIVE
132841,10/17/13 0:00,TRAFFIC ACCIDENTS - HIT & RUN PERSONAL INJURY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,Closed No Arrest
132772,10/10/13 0:00,TRAFFIC ACCIDENTS - HIT & RUN PERSONAL INJURY,WOODLAWN AVENUE/NORTH OF, ,Bloomington,Indiana,,,Closed By Arrest
133404,12/1/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,INDIANA AVENUE/NORTH OF 1OTH STR, ,Bloomington,Indiana,,,Closed No Arrest
133401,11/30/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,UNION STREET/NORTH OF 10TH, ,Bloomington,Indiana,,,
133377,11/26/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,Closed No Arrest
133330,11/21/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,17TH STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,Closed By Arrest
133313,11/19/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,13TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133112,11/4/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,17TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133061,11/2/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,3RD STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133042,11/1/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,
132923,10/25/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,17TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
132898,10/22/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,7TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
132892,10/22/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,Closed By Arrest
132835,10/17/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,3RD STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,
132830,10/17/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,ROSE AVE/SOUTH OF 10TH ST, ,Bloomington,Indiana,,,Closed No Arrest
132661,10/3/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
132641,10/2/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,WOODLAWN AVENUE/SOUTH OF, ,Bloomington,Indiana,,,INACTIVE
132639,10/2/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,JORDAN AVENUE/SOUTH OF 10, ,Bloomington,Indiana,,,Closed No Arrest
132541,9/24/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,3RD STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
132530,9/23/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
132515,9/22/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,INDIANA AVENUE/NORTH OF 1OTH STR, ,Bloomington,Indiana,,,
132479,9/20/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,LAW SCHOOL, ,Bloomington,Indiana,,,Closed No Arrest
132431,9/15/13 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,MCNUTT QUAD BACK LOT, ,Bloomington,Indiana,,,Closed No Arrest
133372,11/25/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133371,11/25/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WELLS LIBRARY, ,Bloomington,Indiana,,,Closed No Arrest
133357,11/22/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MEMORIAL STADIUM, ,Bloomington,Indiana,,,
133354,11/22/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,ATHLETIC/ORANGE LOT, ,Bloomington,Indiana,,,Closed No Arrest
133342,11/21/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,3RD STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133322,11/20/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN PARKING LOT, ,Bloomington,Indiana,,,Closed By Arrest
133320,11/20/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/SOUTH OF, ,Bloomington,Indiana,,,Closed By Arrest
133300,11/18/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,READ QUAD WEST PARKING LOT, ,Bloomington,Indiana,,,Closed No Arrest
133291,11/18/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FESS AVENUE/SOUTH OF 10TH, ,Bloomington,Indiana,,,
133283,11/17/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,3RD STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133282,11/17/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,Closed No Arrest
133274,11/16/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,
133258,11/15/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,
133256,11/15/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133247,11/14/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE PARKING GARAGE, ,Bloomington,Indiana,,,Closed No Arrest
133234,11/14/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/NORTH OF, ,Bloomington,Indiana,,,Closed No Arrest
133226,11/13/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133225,11/13/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/SOUTH OF, ,Bloomington,Indiana,,,
133223,11/13/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,ATHLETIC/WHITE LOT, ,Bloomington,Indiana,,,
133217,11/13/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,46 BYPASS/EAST OF GOLF CO, ,Bloomington,Indiana,,,
133211,11/12/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,ALL OTHER NON-UNIVERSITY, ,Bloomington,Indiana,,,
133209,11/12/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,INDIANA AVENUE/SOUTH OF 1OTH STR, ,Bloomington,Indiana,,,
133204,11/12/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,
133163,11/9/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MEMORIAL STADIUM, ,Bloomington,Indiana,,,Closed No Arrest
133152,11/8/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,, ,Bloomington,Indiana,,,
133141,11/7/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,Closed No Arrest
133137,11/7/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,GEOLOGY BUILDING, ,Bloomington,Indiana,,,Closed No Arrest
133131,11/6/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133127,11/6/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,1205 NORTH WALNUT GROVE, ,Bloomington,Indiana,,,
133124,11/6/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,3RD STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,
133116,11/5/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN PARKING LOT, ,Bloomington,Indiana,,,
133085,11/3/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133078,11/2/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,13TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed By Arrest
133075,11/2/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133063,11/2/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,ATHLETIC/WHITE LOT, ,Bloomington,Indiana,,,Closed No Arrest
133058,11/2/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,12TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133037,11/1/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,
133034,11/1/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133020,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
133013,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,
133011,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,MUSICAL ARTS CENTER, ,Bloomington,Indiana,,,Closed No Arrest
133009,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,DUNN STREET/NORTH OF 10TH, ,Bloomington,Indiana,,,Closed No Arrest
133008,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,USA CEDAR HALL, ,Bloomington,Indiana,,,Closed No Arrest
133005,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,NELSON BUILDING, ,Bloomington,Indiana,,,Closed No Arrest
133004,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/EAST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
133003,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,WOODLAWN AVENUE/SOUTH OF, ,Bloomington,Indiana,,,INACTIVE
133001,10/31/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,JORDAN AVENUE/SOUTH OF 10, ,Bloomington,Indiana,,,Closed By Arrest
132980,10/30/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,17TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
132979,10/30/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,Closed No Arrest
132975,10/29/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/WEST OF JORDAN, ,Bloomington,Indiana,,,
132960,10/28/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,INDIANA AVENUE/NORTH OF 1OTH STR, ,Bloomington,Indiana,,,Closed No Arrest
132957,10/27/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,Closed No Arrest
132956,10/27/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FACULTY STREET/WEST OF JO, ,Bloomington,Indiana,,,
132954,10/27/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,TULIP TREE PARKING LOT, ,Bloomington,Indiana,,,
132953,10/27/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,10TH STREET/EAST OF JORDA, ,Bloomington,Indiana,,,Closed No Arrest
132940,10/26/13 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,JORDAN AVENUE/NORTH OF 10, ,Bloomington,Indiana,,,Closed No Arrest
