report_num,date,crime,location,address,city,state,lat,long,status
142865,10/18/14 0:00,TRESPASS & MALICIOUS TRESPASS,ATHLETIC/WHITE LOT, ,Bloomington,Indiana,,,Closed No Arrest
142859,10/18/14 0:00,TRESPASS & MALICIOUS TRESPASS,ATHLETIC/YELLOW LOT, ,Bloomington,Indiana,,,Closed By Arrest
142885,10/19/14 0:00,DRIVING UNDER THE INFLUENCE,ATWATER AVENUE/EAST OF JORDAN, ,Bloomington,Indiana,,,Closed By Arrest
143316,11/19/14 0:00,DRIVING UNDER THE INFLUENCE,ATWATER AVENUE/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed By Arrest
142696,10/4/14 0:00,DRIVING UNDER THE INFLUENCE,ATWATER AVENUE/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed By Arrest
142739,10/7/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,ATWATER AVENUE/WEST OF JORDAN, ,Bloomington,Indiana,,,Closed No Arrest
143440,12/4/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,ATWATER AVENUE/WEST OF JORDAN, ,Bloomington,Indiana,,,
143608,12/19/14 0:00,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,ATWATER AVENUE/WEST OF JORDAN, ,Bloomington,Indiana,,,INACTIVE
143544,12/11/14 0:00,ROBBERY - KNIFE OR CUTTING INSTRUMENT,ATWATER PARKING GARAGE, ,Bloomington,Indiana,,,Closed By Arrest
143415,12/2/14 0:00,FRAUD,AUDITORIUM, ,Bloomington,Indiana,,,Closed No Arrest
143026,10/29/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,AUDITORIUM, ,Bloomington,Indiana,,,Closed By Arrest
142713,10/4/14 0:00,THEFT FROM MOTOR VEHICLE,AUDITORIUM, ,Bloomington,Indiana,,,INACTIVE
143488,12/7/14 0:00,DISTURBANCES - OTHER,BALLANTINE HALL, ,Bloomington,Indiana,,,Closed No Arrest
143407,12/1/14 0:00,THEFT FROM BUILDINGS,BALLANTINE HALL, ,Bloomington,Indiana,,,INACTIVE
143012,10/28/14 0:00,THEFT FROM BUILDINGS,BALLANTINE HALL, ,Bloomington,Indiana,,,INACTIVE
143100,11/2/14 0:00,VANDALISM MISCHIEF,BALLANTINE HALL, ,Bloomington,Indiana,,,INACTIVE
142901,10/19/14 0:00,VANDALISM MISCHIEF,BALLANTINE HALL, ,Bloomington,Indiana,,,INACTIVE
142857,10/18/14 0:00,VANDALISM MISCHIEF,BALLANTINE HALL, ,Bloomington,Indiana,,,INACTIVE
143526,12/11/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,BALLANTINE HALL PARKING GARAGE, ,Bloomington,Indiana,,,Closed No Arrest
143237,11/12/14 0:00,VANDALISM MISCHIEF,BALLANTINE HALL PARKING GARAGE, ,Bloomington,Indiana,,,INACTIVE
143548,12/13/14 0:00,HARASSMENT/INTIMIDATION,BANTA APTS., ,Bloomington,Indiana,,,INACTIVE
143022,10/29/14 0:00,HARASSMENT/INTIMIDATION,BANTA APTS., ,Bloomington,Indiana,,,INACTIVE
143164,11/8/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,Bart Kaufman Field, ,Bloomington,Indiana,,,INACTIVE
143597,12/18/14 0:00,VANDALISM MISCHIEF,BELL TOWER, ,Bloomington,Indiana,,,INACTIVE
142883,10/19/14 0:00,NOISE COMPLAINT,BETA THETA PI, ,Bloomington,Indiana,,,Closed No Arrest
143395,11/30/14 0:00,PUBLIC INTOXICATION,BLOOMINGTON HOSPITAL, ,Bloomington,Indiana,,,Closed By Arrest
143572,12/15/14 0:00,ASSAULT - OTHER DANGEROUS WEAPON,BRISCOE QUAD, ,Bloomington,Indiana,,,INACTIVE
142688,10/3/14 0:00,HARASSMENT/INTIMIDATION,BRISCOE QUAD, ,Bloomington,Indiana,,,INACTIVE
143463,12/6/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143072,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143063,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142979,10/25/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142961,10/24/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142886,10/19/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142699,10/4/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143186,11/8/14 0:00,POSSESSION - MARIJUANA,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143111,11/3/14 0:00,POSSESSION - MARIJUANA,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142738,10/6/14 0:00,POSSESSION - MARIJUANA,BRISCOE QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143120,11/4/14 0:00,THEFT- ALL OTHER,BRISCOE QUAD, ,Bloomington,Indiana,,,INACTIVE
142858,10/18/14 0:00,THEFT- ALL OTHER,BRISCOE QUAD, ,Bloomington,Indiana,,,INACTIVE
142663,10/2/14 0:00,DAMAGED PROPERTY,BRISCOE QUAD BACK LOT, ,Bloomington,Indiana,,,INACTIVE
143185,11/9/14 0:00,POSSESSION - MARIJUANA,BRISCOE QUAD BACK LOT, ,Bloomington,Indiana,,,Closed By Arrest
142880,10/18/14 0:00,POSSESSION - MARIJUANA,BRISCOE QUAD BACK LOT, ,Bloomington,Indiana,,,Closed By Arrest
142944,10/23/14 0:00,THEFT FROM MOTOR VEHICLE,BRISCOE QUAD BACK LOT, ,Bloomington,Indiana,,,INACTIVE
142678,10/2/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,BRISCOE QUAD COMMON AREA, ,Bloomington,Indiana,,,Closed By Arrest
143264,11/14/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,BRISCOE QUAD COMMON AREA, ,Bloomington,Indiana,,,
143005,10/27/14 0:00,DOMESTIC DISTURBANCES,CAMPUS VIEW APTS., ,Bloomington,Indiana,,,Closed No Arrest
142662,10/2/14 0:00,DOMESTIC DISTURBANCES,CAMPUS VIEW APTS., ,Bloomington,Indiana,,,Closed No Arrest
142926,10/21/14 0:00,POSSESSION - MARIJUANA,CAMPUS VIEW COMMON AREA, ,Bloomington,Indiana,,,Closed By Arrest
143519,12/10/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CAMPUS VIEW PARKING LOT, ,Bloomington,Indiana,,,
143411,12/2/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CAMPUS WAREHOUSE BLDG, ,Bloomington,Indiana,,,
142916,10/21/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CAMPUS WAREHOUSE BLDG, ,Bloomington,Indiana,,,INACTIVE
143143,11/6/14 0:00,VANDALISM MISCHIEF,CAREER DEVELOPMENT, ,Bloomington,Indiana,,,INACTIVE
143461,12/5/14 0:00,POSSESSION - MARIJUANA,COLLINS CRAVENS, ,Bloomington,Indiana,,,Closed By Arrest
143189,11/9/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,COLLINS EDMONDSON, ,Bloomington,Indiana,,,Closed By Arrest
143286,11/16/14 0:00,POSSESSION OF DRUG PARAPHERNALIA,COLLINS EDMONDSON, ,Bloomington,Indiana,,,INACTIVE
143124,11/5/14 0:00,HARASSMENT/INTIMIDATION,COOK HALL, ,Bloomington,Indiana,,,Closed No Arrest
143636,12/31/14 0:00,PUBLIC INTOXICATION,COOK HALL, ,Bloomington,Indiana,,,Closed By Arrest
142894,10/19/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CYBERINFRASTRUCTURE BUILDING, ,Bloomington,Indiana,,,
142692,10/3/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,CYCLOTRON (ISAT), ,Bloomington,Indiana,,,Closed No Arrest
143039,10/30/14 0:00,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,DATA CENTER (CIB MACHINE), ,Bloomington,Indiana,,,INACTIVE
142810,10/15/14 0:00,VANDALISM MISCHIEF,DELTA DELTA DELTA, ,Bloomington,Indiana,,,INACTIVE
143484,12/7/14 0:00,THEFT FROM MOTOR VEHICLE,DELTA UPSILON, ,Bloomington,Indiana,,,INACTIVE
142819,10/15/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,DUNN MEADOW-SE OF 7TH & INDIANA AVE, ,Bloomington,Indiana,,,Closed By Arrest
143154,11/7/14 0:00,DRIVING UNDER THE INFLUENCE,DUNN STREET/NORTH OF 10TH, ,Bloomington,Indiana,,,Closed By Arrest
143069,11/1/14 0:00,DRIVING UNDER THE INFLUENCE,DUNN STREET/NORTH OF 10TH, ,Bloomington,Indiana,,,Closed By Arrest
142790,10/13/14 0:00,DRIVING UNDER THE INFLUENCE,DUNN STREET/NORTH OF 10TH, ,Bloomington,Indiana,,,Closed By Arrest
142794,10/14/14 0:00,STALKING,DUNN STREET/NORTH OF 10TH, ,Bloomington,Indiana,,,Closed By Arrest
143207,11/8/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,DUNN STREET/SOUTH OF 10TH, ,Bloomington,Indiana,,,INACTIVE
142921,10/21/14 0:00,HARASSMENT/INTIMIDATION,EIGENMANN HALL, ,Bloomington,Indiana,,,CLOSED
143595,12/18/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
143082,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed No Arrest
143074,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
143065,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
142986,10/26/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
142710,10/4/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
142834,10/16/14 0:00,POSSESSION - DANGEROUS NON-NARCOTICS,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
143287,11/16/14 0:00,POSSESSION - MARIJUANA,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
143137,11/6/14 0:00,POSSESSION - MARIJUANA,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
142756,10/8/14 0:00,POSSESSION - MARIJUANA,EIGENMANN HALL, ,Bloomington,Indiana,,,Closed By Arrest
143469,12/6/14 0:00,THEFT FROM BUILDINGS,EIGENMANN HALL, ,Bloomington,Indiana,,,CLOSED
143273,11/15/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN HALL, ,Bloomington,Indiana,,,
143319,11/19/14 0:00,THEFT-BICYCLES,EIGENMANN HALL COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
143270,11/14/14 0:00,VANDALISM MISCHIEF,EIGENMANN HALL COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
143467,12/6/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,EIGENMANN PARKING LOT, ,Bloomington,Indiana,,,
143202,11/10/14 0:00,VANDALISM MISCHIEF,ENVIRONMENTAL HEALTH & SAFETY, ,Bloomington,Indiana,,,INACTIVE
142853,10/17/14 0:00,PUBLIC INTOXICATION,FACULTY STREET/WEST OF JO, ,Bloomington,Indiana,,,Closed No Arrest
143534,12/11/14 0:00,ROBBERY - KNIFE OR CUTTING INSTRUMENT,FEE LANE PARKING GARAGE, ,Bloomington,Indiana,,,CLOSED
143283,11/16/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE PARKING GARAGE, ,Bloomington,Indiana,,,
142943,10/23/14 0:00,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,FEE LANE PARKING GARAGE, ,Bloomington,Indiana,,,INACTIVE
142648,9/30/14 0:00,ASSAULT- AGGRAVATED INJURY- HANDS FISTS FEETETC,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,INACTIVE
142831,10/16/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,INACTIVE
142881,10/18/14 0:00,FIREWORKS,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,Closed By Arrest
142966,10/25/14 0:00,THEFT- ALL OTHER,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,Closed By Arrest
143468,12/6/14 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,
143010,10/28/14 0:00,TRAFFIC ACCIDENTS - PERSONAL INJURY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,
143598,12/18/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,
143267,11/14/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,
143222,11/10/14 0:00,VANDALISM MISCHIEF,FEE LANE/NORTH OF 10TH ST, ,Bloomington,Indiana,,,Closed By Arrest
142711,10/4/14 0:00,PUBLIC INTOXICATION,FESS AVENUE/NORTH OF 10TH, ,Bloomington,Indiana,,,Closed By Arrest
142778,10/10/14 0:00,HARASSMENT/INTIMIDATION,FINE ARTS DEPT MAIN OFFICE, ,Bloomington,Indiana,,,Closed No Arrest
143201,11/10/14 0:00,VANDALISM MISCHIEF,FOLKLORE DEPT, ,Bloomington,Indiana,,,INACTIVE
143187,11/9/14 0:00,ASSAULT- AGGRAVATED INJURY- HANDS FISTS FEETETC,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143432,12/3/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,FOREST QUAD, ,Bloomington,Indiana,,,CLOSED
143289,11/16/14 0:00,BURGLARY - UNLAWFUL ENTRY - NO FORCE,FOREST QUAD, ,Bloomington,Indiana,,,INACTIVE
143326,11/19/14 0:00,HARASSMENT/INTIMIDATION,FOREST QUAD, ,Bloomington,Indiana,,,Closed No Arrest
143213,11/10/14 0:00,HARASSMENT/INTIMIDATION,FOREST QUAD, ,Bloomington,Indiana,,,CLOSED
143203,11/10/14 0:00,HARASSMENT/INTIMIDATION,FOREST QUAD, ,Bloomington,Indiana,,,CLOSED
143561,12/14/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD, ,Bloomington,Indiana,,,Closed No Arrest
143538,12/12/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143478,12/7/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD, ,Bloomington,Indiana,,,Closed No Arrest
143085,11/2/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142967,10/25/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
142852,10/18/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD, ,Bloomington,Indiana,,,Closed No Arrest
143603,12/19/14 0:00,POSSESSION - MARIJUANA,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143547,12/12/14 0:00,POSSESSION - MARIJUANA,FOREST QUAD, ,Bloomington,Indiana,,,Closed No Arrest
143496,12/8/14 0:00,POSSESSION - MARIJUANA,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143025,10/29/14 0:00,POSSESSION - MARIJUANA,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143560,12/14/14 0:00,POSSESSION OF DRUG PARAPHERNALIA,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143279,11/16/14 0:00,PUBLIC INTOXICATION,FOREST QUAD, ,Bloomington,Indiana,,,Closed By Arrest
143396,11/30/14 0:00,THEFT FROM BUILDINGS,FOREST QUAD, ,Bloomington,Indiana,,,INACTIVE
143086,11/2/14 0:00,THEFT FROM BUILDINGS,FOREST QUAD, ,Bloomington,Indiana,,,Unfounded
142896,10/19/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOREST QUAD COMMON AREA, ,Bloomington,Indiana,,,Closed No Arrest
142665,10/2/14 0:00,THEFT FROM MOTOR VEHICLE,FOREST QUAD COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
143473,12/6/14 0:00,THEFT-BICYCLES,FOREST QUAD COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
143184,11/9/14 0:00,POSSESSION - MARIJUANA,FOREST QUAD EAST LOT, ,Bloomington,Indiana,,,Closed By Arrest
142893,10/19/14 0:00,VANDALISM MISCHIEF,FOREST QUAD EAST LOT, ,Bloomington,Indiana,,,INACTIVE
143210,11/10/14 0:00,DAMAGED PROPERTY,FOREST QUAD WEST LOT, ,Bloomington,Indiana,,,INACTIVE
142812,10/15/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,FORREST AVE./SOUTH OF 10T, ,Bloomington,Indiana,,,
142952,10/24/14 0:00,THEFT-AUTOS,FOSTER BACK LOT, ,Bloomington,Indiana,,,Closed By Arrest
143112,11/4/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,FOSTER COMMON AREA, ,Bloomington,Indiana,,,INACTIVE
142867,10/18/14 0:00,PUBLIC INTOXICATION,FOSTER COMMON AREA, ,Bloomington,Indiana,,,Closed By Arrest
142716,10/5/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed No Arrest
143435,12/4/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
143425,12/3/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
143128,11/5/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
143070,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
143064,11/1/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
142862,10/18/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
142938,10/22/14 0:00,POSSESSION - MARIJUANA,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
143516,12/10/14 0:00,VANDALISM MISCHIEF,FOSTER HARPER HALL, ,Bloomington,Indiana,,,Closed By Arrest
142736,10/6/14 0:00,BURGLARY - UNLAWFUL ENTRY - NO FORCE,FOSTER JENKINSON HALL, ,Bloomington,Indiana,,,INACTIVE
143330,11/19/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER JENKINSON HALL, ,Bloomington,Indiana,,,Closed By Arrest
142965,10/25/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER JENKINSON HALL, ,Bloomington,Indiana,,,Closed By Arrest
142983,10/25/14 0:00,POSSESSION - MARIJUANA,FOSTER JENKINSON HALL, ,Bloomington,Indiana,,,Closed By Arrest
143331,11/19/14 0:00,VANDALISM MISCHIEF,FOSTER JENKINSON HALL, ,Bloomington,Indiana,,,INACTIVE
142915,10/21/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,FOSTER MAGEE HALL, ,Bloomington,Indiana,,,Closed By Arrest
143219,11/10/14 0:00,VANDALISM MISCHIEF,FOSTER MAGEE HALL, ,Bloomington,Indiana,,,INACTIVE
142807,10/14/14 0:00,VANDALISM MISCHIEF,FOSTER MAGEE HALL, ,Bloomington,Indiana,,,INACTIVE
143265,11/14/14 0:00,HARASSMENT/INTIMIDATION,FOSTER MARTIN HALL, ,Bloomington,Indiana,,,INACTIVE
143229,11/12/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER MARTIN HALL, ,Bloomington,Indiana,,,Closed By Arrest
143549,12/13/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER SHEA HALL, ,Bloomington,Indiana,,,Closed By Arrest
142985,10/26/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER SHEA HALL, ,Bloomington,Indiana,,,Closed By Arrest
142971,10/25/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,FOSTER SHEA HALL, ,Bloomington,Indiana,,,Closed By Arrest
143434,12/3/14 0:00,THEFT FROM BUILDINGS,GEOLOGY BUILDING, ,Bloomington,Indiana,,,INACTIVE
143400,12/1/14 0:00,VANDALISM MISCHIEF,GEOLOGY BUILDING, ,Bloomington,Indiana,,,CLOSED
143103,11/3/14 0:00,VANDALISM MISCHIEF,GEOLOGY BUILDING, ,Bloomington,Indiana,,,INACTIVE
143142,11/6/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,GILMORE LOT, ,Bloomington,Indiana,,,
143401,12/1/14 0:00,VANDALISM MISCHIEF,Global & International Studies, ,Bloomington,Indiana,,,INACTIVE
143376,11/26/14 0:00,VANDALISM MISCHIEF,Global & International Studies, ,Bloomington,Indiana,,,INACTIVE
143495,12/8/14 0:00,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,HAWTHORNE DR/WEST OF JORD, ,Bloomington,Indiana,,,INACTIVE
143506,12/9/14 0:00,THEFT- ALL OTHER,HEADLEY SCHOOL, ,Bloomington,Indiana,,,INACTIVE
142932,10/22/14 0:00,THEFT- ALL OTHER,HEALTH CENTER, ,Bloomington,Indiana,,,INACTIVE
142767,10/9/14 0:00,THEFT FROM BUILDINGS,HODGE HALL (BUSINESS BUILDING), ,Bloomington,Indiana,,,INACTIVE
143198,11/10/14 0:00,VANDALISM MISCHIEF,HODGE HALL (BUSINESS BUILDING), ,Bloomington,Indiana,,,INACTIVE
143503,12/9/14 0:00,HARASSMENT/INTIMIDATION,HOOSIER COURTS DAYCARE, ,Bloomington,Indiana,,,INACTIVE
142772,10/9/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,Closed No Arrest
143470,12/6/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,Unfounded
143313,11/18/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143296,11/17/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143159,11/7/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143099,11/2/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143017,10/28/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143015,10/28/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143014,10/28/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143013,10/28/14 0:00,THEFT FROM BUILDINGS,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143513,12/9/14 0:00,THEFT-BICYCLES,HPER -SCHOOL OF PUBLIC HEALTH, ,Bloomington,Indiana,,,INACTIVE
143049,10/31/14 0:00,THEFT FROM MOTOR VEHICLE,IMU PAY LOT #1, ,Bloomington,Indiana,,,Closed No Arrest
143038,10/30/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IMU PAY LOT #1, ,Bloomington,Indiana,,,
142639,9/30/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IMU PAY LOT #1, ,Bloomington,Indiana,,,
142658,10/1/14 0:00,TRAFFIC ACCIDENTS -HIT & RUN PROPERTY DAMAGE ONLY,IMU PAY LOT #1, ,Bloomington,Indiana,,,INACTIVE
142780,10/11/14 0:00,DRIVING UNDER THE INFLUENCE,INDIANA AVENUE/NORTH OF 1OTH STR, ,Bloomington,Indiana,,,Closed By Arrest
142929,10/22/14 0:00,DRIVING UNDER THE INFLUENCE,INDIANA AVENUE/SOUTH OF 1OTH STR, ,Bloomington,Indiana,,,Closed By Arrest
143637,12/31/14 0:00,TRESPASS & MALICIOUS TRESPASS,INDIANA AVENUE/SOUTH OF 1OTH STR, ,Bloomington,Indiana,,,Closed No Arrest
142786,10/12/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed No Arrest
143152,11/7/14 0:00,POSSESSION - MARIJUANA,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed By Arrest
143409,12/2/14 0:00,PUBLIC INTOXICATION,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed By Arrest
142849,10/18/14 0:00,PUBLIC INTOXICATION,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed No Arrest
142670,10/2/14 0:00,SHOPLIFTING,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed No Arrest
143294,11/17/14 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,INACTIVE
143001,10/27/14 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,INACTIVE
142646,9/30/14 0:00,THEFT FROM BUILDINGS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed No Arrest
143591,12/17/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,
143623,12/22/14 0:00,TRESPASS & MALICIOUS TRESPASS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed No Arrest
142651,10/1/14 0:00,TRESPASS & MALICIOUS TRESPASS,INDIANA MEMORIAL UNION, ,Bloomington,Indiana,,,Closed By Arrest
142994,10/26/14 0:00,ASSAULT- SIMPLE NOT AGGRAVATED,INFORMATICS, ,Bloomington,Indiana,,,INACTIVE
142775,10/10/14 0:00,ILLEGAL POSSESSION/CONSUMPTION,INTERNATIONAL STUDIES, ,Bloomington,Indiana,,,Closed By Arrest
143174,11/8/14 0:00,TRAFFIC ACCIDENTS - PROPERTY DAMAGE ONLY,IU CREDIT UNION, ,Bloomington,Indiana,,,
